smiles,mean_potency,uncertainty,agreement,inside_ad,WCS
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)Cc5nccnc5[C@@](C)(CO)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,0.7829761812623447,0.19627840434358126,0.8037215956564188,True,0.7912743470199743
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1([C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)Cc6nccnc6[C@@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)N=N1,0.7714122949978813,0.19947410144550504,0.800525898554495,True,0.7830577364205268
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1cc2cc(-c3ccc4[nH]c(-n5c6ccccc6c(=O)c6cc(C)cc(C)c65)cc4c3)ccc2[nH]1,0.7669322649796414,0.2121457515851664,0.7878542484148336,True,0.7753010583537183
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccc2c(c1)Cc1ccccc1-2,0.7609477053158691,0.22014729483589288,0.7798527051641071,True,0.7685097052551643
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(N2CCN(C)CC2)N=N1,0.7638505923622616,0.22478978140593442,0.7752102185940656,True,0.7683944428549832
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(c2ccccc2C)N=N1,0.7528588351870671,0.2159881030944613,0.7840118969055387,True,0.7653200598744557
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(c2cccc(C)c2C)N=N1,0.7611374820637755,0.23879507825752125,0.7612049217424788,True,0.7611644579352568
CCCCCC(=O)N1CCC(N2CCC(n3c4ccccc4c(=O)c4cc(C)cc(C)c43)CC2)CC1,0.7421360457514231,0.2385806158358332,0.7614193841641668,True,0.7498493811165206
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2CCC(=O)[C@H]1CCCCO1,0.7809244015588204,0.2971196369688453,0.7028803630311546,True,0.749706786147754
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2CCC(=O)[C@@H]1CCCCO1,0.7809244015588204,0.2971196369688453,0.7028803630311546,True,0.749706786147754
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1CCN(C2CCN([C@@H]3CCCCO3)CC2)CC1,0.757304475162576,0.2646014227920509,0.7353985772079491,True,0.7485421159807253
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1CCN(C2CCN([C@H]3CCCCO3)CC2)CC1,0.757304475162576,0.2646014227920509,0.7353985772079491,True,0.7485421159807253
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1cccc([C@H]2CCCCO2)c1,0.7549998771771028,0.26114481066310113,0.7388551893368989,True,0.7485420020410212
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1cccc([C@@H]2CCCCO2)c1,0.7549998771771028,0.26114481066310113,0.7388551893368989,True,0.7485420020410212
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1CCN([C@H]2CCCCO2)CC1,0.7572523408416155,0.26607508760702586,0.7339249123929741,True,0.7479213694621589
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1CCN([C@@H]2CCCCO2)CC1,0.7572523408416155,0.26607508760702586,0.7339249123929741,True,0.7479213694621589
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1cccc2c(=O)c3cccc(-n4c5ccccc5c(=O)c5cc(C)cc(C)c54)c3[nH]c12,0.7592191123008913,0.26927402030069914,0.7307259796993009,True,0.7478218592602551
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(c2cc(C)c(C)cc2C)N=N1,0.764780403156184,0.27959371501599206,0.7204062849840079,True,0.7470307558873136
CCCCCC(=O)N1CCC(n2c3ccccc3c(=O)c3cc(C)cc(C)c32)CC1,0.7340487430716536,0.23897840291807756,0.7610215970819224,True,0.7448378846757611
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccc([C@H]2CCCCO2)cc1,0.7467775916056745,0.2603696492356488,0.7396303507643511,True,0.7439186952691452
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccc([C@@H]2CCCCO2)cc1,0.7467775916056745,0.2603696492356488,0.7396303507643511,True,0.7439186952691452
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1cc(=O)c2ccccc2o1,0.71975857357389,0.22330524242255567,0.7766947575774443,True,0.7425330471753118
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccc(-c2ccc([C@@H]3CCCCO3)cc2)cc1,0.7365092784197245,0.25540787303231133,0.7445921269676887,True,0.7397424178389101
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccc(-c2ccc([C@H]3CCCCO3)cc2)cc1,0.7365092784197245,0.25540787303231133,0.7445921269676887,True,0.7397424178389101
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(O)CCN(C2(O)CCN([C@@H]3CCCCO3)CC2)CC1,0.7444432371825517,0.2707510976089259,0.7292489023910741,True,0.7383655032659606
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(O)CCN(C2(O)CCN([C@H]3CCCCO3)CC2)CC1,0.7444432371825517,0.2707510976089259,0.7292489023910741,True,0.7383655032659606
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2[C@H]1CC[C@@H]([C@H]2CCCCO2)CC1,0.7366711797930829,0.26100078752796,0.7389992124720399,True,0.7376023928646658
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2[C@H]1CC[C@H]([C@H]2CCCCO2)CC1,0.7366711797930829,0.26100078752796,0.7389992124720399,True,0.7376023928646658
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2[C@H]1CC[C@H]([C@@H]2CCCCO2)CC1,0.7366711797930829,0.26100078752796,0.7389992124720399,True,0.7376023928646658
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2[C@H]1CC[C@@H]([C@@H]2CCCCO2)CC1,0.7366711797930829,0.26100078752796,0.7389992124720399,True,0.7376023928646658
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccccc1[C@H]1CCCCO1,0.7420235843580889,0.27205213985796883,0.7279478601420312,True,0.7363932946716658
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccccc1[C@@H]1CCCCO1,0.7420235843580889,0.27205213985796883,0.7279478601420312,True,0.7363932946716658
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C12CC3CC(CC(C3)C1)C2,0.7311511904787512,0.25634677723647215,0.7436532227635279,True,0.7361520033926618
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccccc1-c1ccccc1[C@H]1CCCCO1,0.7453821314222612,0.28112299709737887,0.7188770029026211,True,0.7347800800144051
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1ccccc1-c1ccccc1[C@@H]1CCCCO1,0.7453821314222612,0.28112299709737887,0.7188770029026211,True,0.7347800800144051
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1coc2ccccc2c1=O,0.7261330697076572,0.2525441955126253,0.7474558044873747,True,0.7346621636195443
Cc1cccc(C2(n3c4ccccc4c(=O)c4cc(C)cc(C)c43)N=N2)c1,0.7462073095079825,0.28431140232106444,0.7156885976789356,True,0.7339998247763637
Cc1cccc(-c2coc3cc(O)c4c(=O)c([C@H]5CCCCO5)coc4c3c2=O)c1,0.7415952828663936,0.2774811202055484,0.7225188797944516,True,0.7339647216376168
Cc1cccc(-c2coc3cc(O)c4c(=O)c(-c5coc6c(c(O)cc7occ([C@H]8CCCCO8)c(=O)c76)c5=O)coc4c3c2=O)c1,0.7415952828663936,0.2774811202055484,0.7225188797944516,True,0.7339647216376168
Cc1cccc(-c2coc3cc(O)c4c(=O)c(-c5coc6cc(O)c7c(=O)c([C@@H]8CCCCO8)coc7c6c5=O)coc4c3c2=O)c1,0.7415952828663936,0.2774811202055484,0.7225188797944516,True,0.7339647216376168
Cc1cccc(-c2coc3cc(O)c4c(=O)c(-c5coc6cc(O)c7c(=O)c([C@H]8CCCCO8)coc7c6c5=O)coc4c3c2=O)c1,0.7415952828663936,0.2774811202055484,0.7225188797944516,True,0.7339647216376168
Cc1cccc(-c2coc3cc(O)c4c(=O)c([C@@H]5CCCCO5)coc4c3c2=O)c1,0.7415952828663936,0.2774811202055484,0.7225188797944516,True,0.7339647216376168
Cc1cccc(-c2coc3c(c(O)cc4occ(-c5coc6cc(O)c7c(=O)c([C@H]8CCCCO8)coc7c6c5=O)c(=O)c43)c2=O)c1,0.7415952828663936,0.2774811202055484,0.7225188797944516,True,0.7339647216376168
Cc1cccc(-c2coc3c(c(O)cc4occ([C@@H]5CCCCO5)c(=O)c43)c2=O)c1,0.7415952828663936,0.2774811202055484,0.7225188797944516,True,0.7339647216376168
Cc1cccc(-c2coc3c(c(O)cc4occ([C@H]5CCCCO5)c(=O)c43)c2=O)c1,0.7415952828663936,0.2774811202055484,0.7225188797944516,True,0.7339647216376168
Cc1cccc(-c2coc3cc(O)c4c(=O)c(-c5coc6c(c(O)cc7occ([C@@H]8CCCCO8)c(=O)c76)c5=O)coc4c3c2=O)c1,0.7415952828663936,0.2774811202055484,0.7225188797944516,True,0.7339647216376168
Cc1cccc(-c2coc3c(c(O)cc4occ(-c5coc6c(c(O)cc7occ([C@H]8CCCCO8)c(=O)c76)c5=O)c(=O)c43)c2=O)c1,0.7415952828663936,0.2774811202055484,0.7225188797944516,True,0.7339647216376168
Cc1cccc(-c2coc3c(c(O)cc4occ(-c5coc6c(c(O)cc7occ([C@@H]8CCCCO8)c(=O)c76)c5=O)c(=O)c43)c2=O)c1,0.7415952828663936,0.2774811202055484,0.7225188797944516,True,0.7339647216376168
Cc1cccc(-c2coc3c(c(O)cc4occ(-c5coc6cc(O)c7c(=O)c([C@@H]8CCCCO8)coc7c6c5=O)c(=O)c43)c2=O)c1,0.7415952828663936,0.2774811202055484,0.7225188797944516,True,0.7339647216376168
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(c2ccc3ccccc3n2)N=N1,0.72383079387696,0.25197931770834486,0.7480206822916551,True,0.733506749242838
CCCCCC(=O)N1CCC(O)(N2CCC(O)(n3c4ccccc4c(=O)c4cc(C)cc(C)c43)CC2)CC1,0.714453481225512,0.23864531998970173,0.7613546800102983,True,0.7332139607394266
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1cc([C@H]2CCCCO2)ccc1F,0.7389654630971664,0.2772381214618445,0.7227618785381555,True,0.732484029273562
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2-c1cc([C@@H]2CCCCO2)ccc1F,0.7389654630971664,0.2772381214618445,0.7227618785381555,True,0.732484029273562
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(O)CCN([C@@H]2CCCCO2)CC1,0.7374130138251674,0.2878860421970508,0.7121139578029492,True,0.7272933914162801
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(O)CCN([C@H]2CCCCO2)CC1,0.7374130138251674,0.2878860421970508,0.7121139578029492,True,0.7272933914162801
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2[C@@H]1C=C[C@H]([C@@H]2CCCCO2)C1,0.7278926122747196,0.273746040510992,0.7262539594890081,True,0.727237151160435
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2[C@H]1C=C[C@@H]([C@@H]2CCCCO2)C1,0.7278926122747196,0.273746040510992,0.7262539594890081,True,0.727237151160435
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2[C@@H]1C=C[C@H]([C@H]2CCCCO2)C1,0.7278926122747196,0.273746040510992,0.7262539594890081,True,0.727237151160435
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2[C@H]1C=C[C@@H]([C@H]2CCCCO2)C1,0.7278926122747196,0.273746040510992,0.7262539594890081,True,0.727237151160435
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1CCN(C(=O)C2c3ccccc3-c3ccccc32)CC1,0.7016830335247162,0.23757586736484396,0.7624241326351561,True,0.7259794731688921
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(c2ccc(Cl)cc2)N=N1,0.7221856425359366,0.2728144153872946,0.7271855846127053,True,0.724185619366644
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(C23CC4CC(CC(C4)C2)C3)N=N1,0.714111699483263,0.26225985966784277,0.7377401403321573,True,0.7235630758228208
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1([C@H]2CO[C@H]3OCC[C@H]32)N=N1,0.7209949747615713,0.2726364405139711,0.7273635594860288,True,0.7235424086513542
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(c2c3ccccc3cc3ccccc23)N=N1,0.7249606786325034,0.2794548121883984,0.7205451878116016,True,0.7231944823041426
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2[C@H]1CC[C@H](n2c3ccccc3c(=O)c3cc(C)cc(C)c32)CC1,0.7142165573490822,0.26370897627102285,0.7362910237289771,True,0.7230463439010402
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2[C@H]1CC[C@@H](n2c3ccccc3c(=O)c3cc(C)cc(C)c32)CC1,0.7142165573490822,0.26370897627102285,0.7362910237289771,True,0.7230463439010402
Cc1cc(C)c2c(c1)c(=O)c1ccccc1n2C1(N2c3ccccc3CCc3ccccc32)N=N1,0.7207007694321735,0.2756164137715578,0.7243835862284422,True,0.722173896150681
CCCCCC(=O)N1CCC(O)(n2c3ccccc3c(=O)c3cc(C)cc(C)c32)CC1,0.704929104549846,0.25227280310020017,0.7477271968997998,True,0.7220483414898275
